Year Filter,Order Date,Year of Sale,Returned?,Days to Ship,Approver,Return Notes,Order ID,Return Reason,Category,City,Country,Customer ID,Customer Name,Discount,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales
1/1/2022,7/11/2022,1/1/2018,,5,,,,,Technology,San Diego,United States,TS-21430,Tom Stivers,0.2,92105,TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,5.3964,6,West,8714,Corporate,7/16/2018,Standard Class,California,Phones,71.952
1/1/2022,7/11/2022,1/1/2018,,5,,,,,Office Supplies,San Diego,United States,TS-21430,Tom Stivers,0.2,92105,OFF-BI-10003708,Acco Four Pocket Poly Ring Binder with Label Holder Smoke 1,9.3125,5,West,8715,Corporate,7/16/2018,Standard Class,California,Binders,29.8
1/1/2022,4/23/2022,1/1/2018,,2,,,,,Furniture,Pasadena,United States,JF-15355,Jay Fein,0,91104,FUR-FU-10002445,DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7,26.544,7,West,7241,Consumer,4/25/2018,Second Class,California,Furnishings,66.36
1/1/2022,4/23/2022,1/1/2018,,2,,,,,Office Supplies,Pasadena,United States,JF-15355,Jay Fein,0.2,91104,OFF-BI-10003638,GBC Durable Plastic Covers,30.186,6,West,7242,Consumer,4/25/2018,Second Class,California,Binders,92.88
1/1/2022,4/23/2022,1/1/2018,Yes,2,R Chen,didn't match customers décor,CA-2018-136651,General,Furniture,Pasadena,United States,JF-15355,Jay Fein,0,91104,FUR-FU-10004864,Eldon 500 Class Desk Accessories,7.9662,2,West,7243,Consumer,4/25/2018,Second Class,California,Furnishings,24.14
1/1/2022,4/23/2022,1/1/2018,,2,,,,,Furniture,Pasadena,United States,JF-15355,Jay Fein,0,91104,FUR-FU-10002445,DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7,26.544,7,West,7241,Consumer,4/25/2018,Second Class,California,Furnishings,66.36
1/1/2022,4/23/2022,1/1/2018,,2,,,,,Office Supplies,Pasadena,United States,JF-15355,Jay Fein,0.2,91104,OFF-BI-10003638,GBC Durable Plastic Covers,30.186,6,West,7242,Consumer,4/25/2018,Second Class,California,Binders,92.88
1/1/2022,4/23/2022,1/1/2018,Yes,2,R Chen,didn't match customers décor,CA-2018-136651,General,Furniture,Pasadena,United States,JF-15355,Jay Fein,0,91104,FUR-FU-10004864,Eldon 500 Class Desk Accessories,7.9662,2,West,7243,Consumer,4/25/2018,Second Class,California,Furnishings,24.14
1/1/2022,4/23/2022,1/1/2018,,2,,,,,Furniture,Pasadena,United States,JF-15355,Jay Fein,0,91104,FUR-FU-10002445,DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7,26.544,7,West,7241,Consumer,4/25/2018,Second Class,California,Furnishings,66.36
1/1/2022,4/23/2022,1/1/2018,,2,,,,,Office Supplies,Pasadena,United States,JF-15355,Jay Fein,0.2,91104,OFF-BI-10003638,GBC Durable Plastic Covers,30.186,6,West,7242,Consumer,4/25/2018,Second Class,California,Binders,92.88
1/1/2022,4/23/2022,1/1/2018,Yes,2,R Chen,didn't match customers décor,CA-2018-136651,General,Furniture,Pasadena,United States,JF-15355,Jay Fein,0,91104,FUR-FU-10004864,Eldon 500 Class Desk Accessories,7.9662,2,West,7243,Consumer,4/25/2018,Second Class,California,Furnishings,24.14
1/1/2022,12/3/2022,1/1/2018,,0,,,,,Office Supplies,San Diego,United States,TC-21295,Toby Carlisle,0,92024,OFF-PA-10000357,Xerox 1888,79.8912,3,West,2675,Consumer,12/3/2018,Same Day,California,Paper,166.44
1/1/2022,6/10/2022,1/1/2018,,3,,,,,Office Supplies,Thousand Oaks,United States,GZ-14545,George Zrebassa,0,91360,OFF-AR-10001231,Sanford EarthWrite Recycled Pencils Medium Soft #2,4.116,7,West,7262,Corporate,6/13/2018,Second Class,California,Art,14.7
1/1/2022,11/16/2022,1/1/2018,,6,,,,,Office Supplies,San Diego,United States,SW-20275,Scott Williamson,0,92105,OFF-ST-10001963,Tennsco Regal Shelving Units,24.3384,8,West,2874,Consumer,11/22/2018,Standard Class,California,Storage,811.28
1/1/2022,6/29/2022,1/1/2018,Yes,7,,,CA-2018-137085,No Longer Needed,Office Supplies,Los Angeles,United States,CT-11995,Carol Triggs,0.2,90004,OFF-BI-10000632,Satellite Sectional Post Binders,101.5794,9,West,2685,Consumer,7/6/2018,Standard Class,California,Binders,312.552
1/1/2022,12/7/2022,1/1/2018,,3,,,,,Technology,Los Angeles,United States,FP-14320,Frank Preis,0.2,90008,TEC-PH-10002496,Cisco SPA301,46.797,3,West,566,Consumer,12/10/2018,First Class,California,Phones,374.376
1/1/2022,10/2/2022,1/1/2018,,4,,,,,Furniture,San Francisco,United States,CM-12115,Chad McGuire,0,94109,FUR-FU-10001424,Dax Clear Box Frame,5.9364,2,West,7206,Consumer,10/6/2018,Standard Class,California,Furnishings,17.46
1/1/2022,10/2/2022,1/1/2018,Yes,4,L Smith,corner was bent so it didn't fit in printer.,CA-2018-137414,Defective,Technology,San Francisco,United States,CM-12115,Chad McGuire,0.2,94109,TEC-MA-10002930,Ricoh - Ink Collector Unit for GX3000 Series Printers,32.3015,11,West,7207,Consumer,10/6/2018,Standard Class,California,Machines,369.16
1/1/2022,10/2/2022,1/1/2018,,4,,,,,Furniture,San Francisco,United States,CM-12115,Chad McGuire,0,94109,FUR-FU-10001424,Dax Clear Box Frame,5.9364,2,West,7206,Consumer,10/6/2018,Standard Class,California,Furnishings,17.46
1/1/2022,10/2/2022,1/1/2018,Yes,4,L Smith,corner was bent so it didn't fit in printer.,CA-2018-137414,Defective,Technology,San Francisco,United States,CM-12115,Chad McGuire,0.2,94109,TEC-MA-10002930,Ricoh - Ink Collector Unit for GX3000 Series Printers,32.3015,11,West,7207,Consumer,10/6/2018,Standard Class,California,Machines,369.16
1/1/2022,12/16/2022,1/1/2018,Yes,5,C Arnold,Customer found cheaper item elsewhere,CA-2018-137428,No Longer Needed,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,FUR-CH-10002774,Global Deluxe Stacking Chair Gray,9.1764,2,West,2963,Corporate,12/21/2018,Second Class,California,Chairs,81.568
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,FUR-CH-10003817,Global Value Steno Chair Gray,6.074,2,West,2964,Corporate,12/21/2018,Second Class,California,Chairs,97.184
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Office Supplies,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,OFF-BI-10002949,Prestige Round Ring Binders,8.208,5,West,2965,Corporate,12/21/2018,Second Class,California,Binders,24.32
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0,92054,FUR-FU-10002445,DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7,7.584,2,West,2966,Corporate,12/21/2018,Second Class,California,Furnishings,18.96
1/1/2022,12/16/2022,1/1/2018,Yes,5,C Arnold,Customer found cheaper item elsewhere,CA-2018-137428,No Longer Needed,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,FUR-CH-10002774,Global Deluxe Stacking Chair Gray,9.1764,2,West,2963,Corporate,12/21/2018,Second Class,California,Chairs,81.568
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,FUR-CH-10003817,Global Value Steno Chair Gray,6.074,2,West,2964,Corporate,12/21/2018,Second Class,California,Chairs,97.184
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Office Supplies,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,OFF-BI-10002949,Prestige Round Ring Binders,8.208,5,West,2965,Corporate,12/21/2018,Second Class,California,Binders,24.32
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0,92054,FUR-FU-10002445,DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7,7.584,2,West,2966,Corporate,12/21/2018,Second Class,California,Furnishings,18.96
1/1/2022,12/16/2022,1/1/2018,Yes,5,C Arnold,Customer found cheaper item elsewhere,CA-2018-137428,No Longer Needed,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,FUR-CH-10002774,Global Deluxe Stacking Chair Gray,9.1764,2,West,2963,Corporate,12/21/2018,Second Class,California,Chairs,81.568
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,FUR-CH-10003817,Global Value Steno Chair Gray,6.074,2,West,2964,Corporate,12/21/2018,Second Class,California,Chairs,97.184
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Office Supplies,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,OFF-BI-10002949,Prestige Round Ring Binders,8.208,5,West,2965,Corporate,12/21/2018,Second Class,California,Binders,24.32
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0,92054,FUR-FU-10002445,DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7,7.584,2,West,2966,Corporate,12/21/2018,Second Class,California,Furnishings,18.96
1/1/2022,12/16/2022,1/1/2018,Yes,5,C Arnold,Customer found cheaper item elsewhere,CA-2018-137428,No Longer Needed,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,FUR-CH-10002774,Global Deluxe Stacking Chair Gray,9.1764,2,West,2963,Corporate,12/21/2018,Second Class,California,Chairs,81.568
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,FUR-CH-10003817,Global Value Steno Chair Gray,6.074,2,West,2964,Corporate,12/21/2018,Second Class,California,Chairs,97.184
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Office Supplies,Oceanside,United States,AY-10555,Andy Yotov,0.2,92054,OFF-BI-10002949,Prestige Round Ring Binders,8.208,5,West,2965,Corporate,12/21/2018,Second Class,California,Binders,24.32
1/1/2022,12/16/2022,1/1/2018,,5,,,,,Furniture,Oceanside,United States,AY-10555,Andy Yotov,0,92054,FUR-FU-10002445,DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7,7.584,2,West,2966,Corporate,12/21/2018,Second Class,California,Furnishings,18.96
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0.2,94086,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,2.244,2,West,9045,Corporate,12/20/2018,Second Class,California,Binders,5.984
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Technology,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,45.588,5,West,9046,Corporate,12/20/2018,Second Class,California,Accessories,189.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Technology,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,31.4895,5,West,9047,Corporate,12/20/2018,Second Class,California,Accessories,149.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,8.6855,5,West,9048,Corporate,12/20/2018,Second Class,California,Art,29.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,OFF-LA-10003498,Avery 475,22.2,3,West,9049,Corporate,12/20/2018,Second Class,California,Labels,44.4
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0.2,94086,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,2.244,2,West,9045,Corporate,12/20/2018,Second Class,California,Binders,5.984
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Technology,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,45.588,5,West,9046,Corporate,12/20/2018,Second Class,California,Accessories,189.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Technology,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,31.4895,5,West,9047,Corporate,12/20/2018,Second Class,California,Accessories,149.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,8.6855,5,West,9048,Corporate,12/20/2018,Second Class,California,Art,29.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,OFF-LA-10003498,Avery 475,22.2,3,West,9049,Corporate,12/20/2018,Second Class,California,Labels,44.4
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0.2,94086,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,2.244,2,West,9045,Corporate,12/20/2018,Second Class,California,Binders,5.984
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Technology,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,45.588,5,West,9046,Corporate,12/20/2018,Second Class,California,Accessories,189.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Technology,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,31.4895,5,West,9047,Corporate,12/20/2018,Second Class,California,Accessories,149.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,8.6855,5,West,9048,Corporate,12/20/2018,Second Class,California,Art,29.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,OFF-LA-10003498,Avery 475,22.2,3,West,9049,Corporate,12/20/2018,Second Class,California,Labels,44.4
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0.2,94086,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,2.244,2,West,9045,Corporate,12/20/2018,Second Class,California,Binders,5.984
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Technology,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,45.588,5,West,9046,Corporate,12/20/2018,Second Class,California,Accessories,189.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Technology,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,31.4895,5,West,9047,Corporate,12/20/2018,Second Class,California,Accessories,149.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,8.6855,5,West,9048,Corporate,12/20/2018,Second Class,California,Art,29.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,OFF-LA-10003498,Avery 475,22.2,3,West,9049,Corporate,12/20/2018,Second Class,California,Labels,44.4
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0.2,94086,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,2.244,2,West,9045,Corporate,12/20/2018,Second Class,California,Binders,5.984
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Technology,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,45.588,5,West,9046,Corporate,12/20/2018,Second Class,California,Accessories,189.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Technology,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,31.4895,5,West,9047,Corporate,12/20/2018,Second Class,California,Accessories,149.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,8.6855,5,West,9048,Corporate,12/20/2018,Second Class,California,Art,29.95
1/1/2022,12/16/2022,1/1/2018,,4,,,,,Office Supplies,Sunnyvale,United States,KM-16225,Kalyca Meade,0,94086,OFF-LA-10003498,Avery 475,22.2,3,West,9049,Corporate,12/20/2018,Second Class,California,Labels,44.4
1/1/2022,9/9/2022,1/1/2018,,5,,,,,Office Supplies,Los Angeles,United States,LC-17050,Liz Carlisle,0,90004,OFF-AR-10003829,Newell 35,1.9024,2,West,5579,Consumer,9/14/2018,Second Class,California,Art,6.56
1/1/2022,9/9/2022,1/1/2018,,5,,,,,Furniture,Los Angeles,United States,LC-17050,Liz Carlisle,0.2,90004,FUR-CH-10003833,Novimex Fabric Task Chair,-15.245,5,West,5580,Consumer,9/14/2018,Second Class,California,Chairs,243.92
1/1/2022,9/9/2022,1/1/2018,,5,,,,,Office Supplies,Los Angeles,United States,LC-17050,Liz Carlisle,0,90004,OFF-PA-10000143,Astroparche Fine Business Paper,22.8096,9,West,5581,Consumer,9/14/2018,Second Class,California,Paper,47.52
1/1/2022,9/9/2022,1/1/2018,,5,,,,,Office Supplies,Los Angeles,United States,LC-17050,Liz Carlisle,0,90004,OFF-AR-10003829,Newell 35,1.9024,2,West,5579,Consumer,9/14/2018,Second Class,California,Art,6.56
1/1/2022,9/9/2022,1/1/2018,,5,,,,,Furniture,Los Angeles,United States,LC-17050,Liz Carlisle,0.2,90004,FUR-CH-10003833,Novimex Fabric Task Chair,-15.245,5,West,5580,Consumer,9/14/2018,Second Class,California,Chairs,243.92
1/1/2022,9/9/2022,1/1/2018,,5,,,,,Office Supplies,Los Angeles,United States,LC-17050,Liz Carlisle,0,90004,OFF-PA-10000143,Astroparche Fine Business Paper,22.8096,9,West,5581,Consumer,9/14/2018,Second Class,California,Paper,47.52
1/1/2022,9/9/2022,1/1/2018,,5,,,,,Office Supplies,Los Angeles,United States,LC-17050,Liz Carlisle,0,90004,OFF-AR-10003829,Newell 35,1.9024,2,West,5579,Consumer,9/14/2018,Second Class,California,Art,6.56
1/1/2022,9/9/2022,1/1/2018,,5,,,,,Furniture,Los Angeles,United States,LC-17050,Liz Carlisle,0.2,90004,FUR-CH-10003833,Novimex Fabric Task Chair,-15.245,5,West,5580,Consumer,9/14/2018,Second Class,California,Chairs,243.92
1/1/2022,9/9/2022,1/1/2018,,5,,,,,Office Supplies,Los Angeles,United States,LC-17050,Liz Carlisle,0,90004,OFF-PA-10000143,Astroparche Fine Business Paper,22.8096,9,West,5581,Consumer,9/14/2018,Second Class,California,Paper,47.52
1/1/2022,11/24/2022,1/1/2018,,0,,,,,Furniture,Los Angeles,United States,BP-11290,Beth Paige,0.2,90008,FUR-TA-10000617,Hon Practical Foundations 30 x 60 Training Table Light Gray/Charcoal,9.102,2,West,9746,Consumer,11/24/2018,Same Day,California,Tables,364.08
1/1/2022,11/24/2022,1/1/2018,,0,,,,,Furniture,Los Angeles,United States,BP-11290,Beth Paige,0.2,90008,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,-1.7772,2,West,9747,Consumer,11/24/2018,Same Day,California,Tables,71.088
1/1/2022,11/24/2022,1/1/2018,,0,,,,,Furniture,Los Angeles,United States,BP-11290,Beth Paige,0.2,90008,FUR-TA-10000617,Hon Practical Foundations 30 x 60 Training Table Light Gray/Charcoal,9.102,2,West,9746,Consumer,11/24/2018,Same Day,California,Tables,364.08
1/1/2022,11/24/2022,1/1/2018,,0,,,,,Furniture,Los Angeles,United States,BP-11290,Beth Paige,0.2,90008,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,-1.7772,2,West,9747,Consumer,11/24/2018,Same Day,California,Tables,71.088
1/1/2022,9/4/2022,1/1/2018,,4,,,,,Office Supplies,Oakland,United States,CV-12805,Cynthia Voltz,0.2,94601,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,4.1328,3,West,8386,Corporate,9/8/2018,Standard Class,California,Binders,11.808
1/1/2022,11/10/2022,1/1/2018,,7,,,,,Furniture,Los Angeles,United States,ME-17320,Maria Etezadi,0.2,90008,FUR-CH-10001714,Global Leather & Oak Executive Chair Burgundy,-36.2136,2,West,8530,Home Office,11/17/2018,Standard Class,California,Chairs,241.424
1/1/2022,4/30/2022,1/1/2018,,5,,,,,Furniture,San Francisco,United States,DJ-13510,Don Jones,0,94110,FUR-FU-10000222,Seth Thomas 16 Steel Case Clock,21.4368,2,West,5314,Corporate,5/5/2018,Standard Class,California,Furnishings,64.96
1/1/2022,4/30/2022,1/1/2018,,5,,,,,Office Supplies,San Francisco,United States,DJ-13510,Don Jones,0,94110,OFF-EN-10001219,#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,14.9744,4,West,5315,Corporate,5/5/2018,Standard Class,California,Envelopes,30.56
1/1/2022,4/30/2022,1/1/2018,,5,,,,,Furniture,San Francisco,United States,DJ-13510,Don Jones,0,94110,FUR-FU-10000222,Seth Thomas 16 Steel Case Clock,21.4368,2,West,5314,Corporate,5/5/2018,Standard Class,California,Furnishings,64.96
1/1/2022,4/30/2022,1/1/2018,,5,,,,,Office Supplies,San Francisco,United States,DJ-13510,Don Jones,0,94110,OFF-EN-10001219,#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,14.9744,4,West,5315,Corporate,5/5/2018,Standard Class,California,Envelopes,30.56
1/1/2022,9/29/2022,1/1/2018,,7,,,,,Office Supplies,Lodi,United States,JK-15730,Joe Kamberova,0,95240,OFF-SU-10000898,Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles 3 7/8 Cut 8L,28.217,7,West,9802,Consumer,10/6/2018,Standard Class,California,Supplies,97.3
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0.2,90049,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,302.373,5,West,4708,Consumer,6/30/2018,First Class,California,Binders,895.92
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0,90049,OFF-ST-10002974,Trav-L-File Heavy-Duty Shuttle II Black,39.213,3,West,4709,Consumer,6/30/2018,First Class,California,Storage,130.71
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0,90049,OFF-AR-10000255,Newell 328,3.0368,2,West,4710,Consumer,6/30/2018,First Class,California,Art,11.68
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Technology,Los Angeles,United States,WB-21850,William Brown,0,90049,TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,22.4316,3,West,4711,Consumer,6/30/2018,First Class,California,Accessories,62.31
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0.2,90049,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,302.373,5,West,4708,Consumer,6/30/2018,First Class,California,Binders,895.92
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0,90049,OFF-ST-10002974,Trav-L-File Heavy-Duty Shuttle II Black,39.213,3,West,4709,Consumer,6/30/2018,First Class,California,Storage,130.71
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0,90049,OFF-AR-10000255,Newell 328,3.0368,2,West,4710,Consumer,6/30/2018,First Class,California,Art,11.68
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Technology,Los Angeles,United States,WB-21850,William Brown,0,90049,TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,22.4316,3,West,4711,Consumer,6/30/2018,First Class,California,Accessories,62.31
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0.2,90049,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,302.373,5,West,4708,Consumer,6/30/2018,First Class,California,Binders,895.92
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0,90049,OFF-ST-10002974,Trav-L-File Heavy-Duty Shuttle II Black,39.213,3,West,4709,Consumer,6/30/2018,First Class,California,Storage,130.71
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0,90049,OFF-AR-10000255,Newell 328,3.0368,2,West,4710,Consumer,6/30/2018,First Class,California,Art,11.68
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Technology,Los Angeles,United States,WB-21850,William Brown,0,90049,TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,22.4316,3,West,4711,Consumer,6/30/2018,First Class,California,Accessories,62.31
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0.2,90049,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,302.373,5,West,4708,Consumer,6/30/2018,First Class,California,Binders,895.92
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0,90049,OFF-ST-10002974,Trav-L-File Heavy-Duty Shuttle II Black,39.213,3,West,4709,Consumer,6/30/2018,First Class,California,Storage,130.71
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Los Angeles,United States,WB-21850,William Brown,0,90049,OFF-AR-10000255,Newell 328,3.0368,2,West,4710,Consumer,6/30/2018,First Class,California,Art,11.68
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Technology,Los Angeles,United States,WB-21850,William Brown,0,90049,TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,22.4316,3,West,4711,Consumer,6/30/2018,First Class,California,Accessories,62.31
1/1/2022,12/21/2022,1/1/2018,,4,,,,,Office Supplies,Oakland,United States,YS-21880,Yana Sorensen,0,94601,OFF-ST-10003306,Letter Size Cart,290.0058,7,West,1614,Corporate,12/25/2018,Standard Class,California,Storage,1000.02
1/1/2022,6/19/2022,1/1/2018,,4,,,,,Furniture,San Francisco,United States,GA-14515,George Ashbrook,0,94109,FUR-FU-10002396,DAX Copper Panel Document Frame 5 x 7 Size,21.1344,4,West,9855,Consumer,6/23/2018,Standard Class,California,Furnishings,50.32
1/1/2022,6/19/2022,1/1/2018,,4,,,,,Office Supplies,San Francisco,United States,GA-14515,George Ashbrook,0,94109,OFF-PA-10004438,Xerox 1907,11.5432,2,West,9856,Consumer,6/23/2018,Standard Class,California,Paper,24.56
1/1/2022,6/19/2022,1/1/2018,,4,,,,,Furniture,San Francisco,United States,GA-14515,George Ashbrook,0,94109,FUR-FU-10002396,DAX Copper Panel Document Frame 5 x 7 Size,21.1344,4,West,9855,Consumer,6/23/2018,Standard Class,California,Furnishings,50.32
